MOF Name,Ref Code,Reference
"{[Cd(L2)(1,4-pda)]·2H2O}n<|>Complex 7",ERUCUR,10.1016/j.poly.2016.07.026
"{[Cu(L2)(1,4-bdc)(H2O)2]n<|>Complex 8",ERUDAY,10.1016/j.poly.2016.07.026
{[(pyS)2CHCO2]Sn(CH3)3}n<|>{[(pyS)2CHCO2]Sn(CH3)3}n·CHCl3,SASGAV,10.1016/j.poly.2005.04.001
{[Cd(BPDPE)(NDC)·(H2O)]·(H2O)}n<|>complex 2,PECFAH01,10.1016/j.micromeso.2018.06.013
{[Cu0.5(bib)0.5(tftpa)0.5]n}<|>Complex 1,GOWVEV,10.1016/j.poly.2014.11.019
{[Cd(bib)(tftpa)(EtOH)]n}<|>Complex 3,GOWVOF,10.1016/j.poly.2014.11.019
[CuI(4-nptz)(CH3CN)]n<|>complex 1,UGEMUQ,10.1016/j.poly.2015.04.012
[Zn(4-nbtz)2]n<|>complex 2,UGENAX,10.1016/j.poly.2015.04.012
K2[Cu12(BTC)8·12H2O][HPW12O40]·28H2O<|>NENU-28,HAJMIQ,10.1016/j.jssc.2011.09.002
{Mn(bib)2(CF3SO3)24}n<|>compound 5,YAMLIK,10.1016/j.jssc.2014.11.015
"{[Zn2(2,4-pdc)2(H2O)4(3-pna)]·3H2O}n<|>compound 2",IMEXAB,10.1016/j.molstruc.2016.04.100
{[Zn(dap)(i-MNT)(4-MePy)]·2H2O}n<|>Complex 2,ZERVIE,10.1016/j.molstruc.2018.03.073
(CuSCN)(Qnz)<|>Compound 2,EMOPAZ,10.1016/j.poly.2016.05.030
Ba3[Fe(C2O4)3]2(H2O)12<|>compound 1,YOQLAT,10.1016/j.ica.2014.07.001
[Hg(mmtrz)2]n<|>complex 3,NEVXAP,10.1016/j.poly.2013.02.035
[Cu(3-pytza)2(H2O)]n·2nH2O<|>Compound 3,DOPKOK,10.1016/j.ica.2014.07.034
[Tb(3-pytza)2Cl(H2O)2]n<|>Compound 6,DOPLEB,10.1016/j.ica.2014.07.034
"[Ni(o-phen)(1,3-HO3PC8H8PO3H)]<|>compound 13",BIFYIA,10.1016/j.ica.2013.03.003
"[Mn(bpy)(1,3-HO3PC8H8PO3H)]<|>compound 2",BIFWEU,10.1016/j.ica.2013.03.003
"[Ni(bpy)(1,3-HO3PC8H8PO3H)]<|>compound 12",BIFYEW,10.1016/j.ica.2013.03.003
"[Ni2(tpyprz)(1,4-HO3PC8H8PO3H)]·4H2O<|>compound 16",BIFZAT,10.1016/j.ica.2013.03.003
[Cu2(bbpyb)(SCN)4]n<|>compound 2,ROVWIK,10.1016/j.ica.2015.02.024
(C6N2H8)0.5·ZnHPO3,EXEMAV,10.1016/j.solidstatesciences.2004.03.009
(CN3H6)[ZnGaP2O8]<|>compound (I),LOKPEG,10.1016/S1387-1811(98)00159-0
[Ag2L2(NO3)2]∞<|>complex 2,ELACID,10.1016/S0022-2860(03)00416-2
[V2O3(nicotinate)3]·EtOH<|>Compound 1,ALONOE,10.1016/S0277-5387(03)00429-7
{[Cu6(L)3(H2O)4(py)2]·6(DMF)13(H2O)}n<|>compound 1,DUGMOJ,10.1016/j.micromeso.2015.07.001
[Zn(chel)(dmso)2]<|>Compound 2,CACQUU,10.1016/j.molstruc.2011.07.050
NdHL(2)·4H2O<|>Nd-III-2,CUMDOE,10.1016/j.jssc.2009.07.019
La2L(1)H2L(1)·4.5H2O<|>La-II-1,CUMDIY,10.1016/j.jssc.2009.07.019
"Na,Ce-I-3<|>K,Ce-I-2",CUMDEU,10.1016/j.jssc.2009.07.019
{[Zn(anti-bime)(HO-bdc)]·2.5H2O}n<|>Compound 2,HIKMIY,10.1016/j.poly.2007.04.043
[CuI(L 2)]∞<|>3,REJCEP,10.1016/j.ica.2006.01.029
[Ca(mef)2(H2O)2]n·nH2O<|>compound 3,NUSTEB,10.1016/j.molstruc.2010.02.045
[NH2–CH–NH2][Co(HCOO)3]<|>FMDCo,GOYPAN,10.1016/j.poly.2014.08.008
[NH2–CH–NH2][Fe(HCOO)3]<|>FMDFe,GOYPER,10.1016/j.poly.2014.08.008
"[Cu(BTTAA)2(4,4′-bipy)]n<|>compound 6",DOHRAU,10.1016/j.poly.2008.07.006
"[Cd(BTTAA)2(4,4′-bipy)2]n<|>compound 3",DOHQIB,10.1016/j.poly.2008.07.006
[Sr(HBTPCA)(H2O)]<|>1,EZIVAM,10.1016/j.dyepig.2015.07.005
[Ba(HBTPCA)(DMF)]<|>2,EZITUE,10.1016/j.dyepig.2015.07.005
[ZnCl2(L1)]<|>compound 3,FIJNUI,10.1016/j.ica.2004.10.034
Cd(L2)(H2O)(NO3)2<|>compound 2,FIJNOC,10.1016/j.ica.2004.10.034
{[Zn(HL)(dib)]·H2O}n<|>Complex 2,RUQPUQ,10.1016/j.poly.2016.04.042
C8H24B2Na2O17,LANJAO,10.1016/j.molstruc.2017.03.120
(H3O)2[{Mn(H2O)1.5}3{Re6Se8(CN)6}2]·19H2O<|>compound 1,IXIPAG,10.1016/j.jssc.2004.01.001
(Me4N)2[{Co(H2O)1.5}3{Re6Se8(CN)6}2]·3H2O<|>compound 3,IXIPEK,10.1016/j.jssc.2004.01.001
(Et4N)2[{Mn(H2O)2}3{Re6Se8(CN)6}2]·6.5H2O<|>compound 4,IXIPIO,10.1016/j.jssc.2004.01.001
[Zn2(BTC)(OH)(2-PyBim)]<|>2,LARLUN,10.1016/j.ica.2011.11.057
"(4,4′-bipy)0.5Cu1.5(4,4′-bipy)4{Mo5P2O21(OH)2}·2(H2O)<|>compound 2",YOFLUB,10.1016/j.solidstatesciences.2007.08.012
"Cu(dhmdb)(1,10-phen)<|>complex 2",CEYMAW,10.1016/j.molstruc.2013.04.002
SrCo(O3P(CH2)2PO3)·2H2O<|>compound 7,YIKBOM,10.1016/j.jssc.2018.08.031
[Ag(NO2)(Py2O)],AKESIS,10.1016/S0022-2860(03)00369-7
[CdBa(aip)2(H2O)2]n<|>CdBa-aip,NALKET,10.1016/j.ica.2016.02.001
[Zn(22dmg)(dpa)]n<|>compound 1,RIBNUO,10.1016/j.jssc.2018.06.034
[HgI2(tmp)]n<|>compound 1,INOZIU,10.1016/S0020-1693(03)00348-7
[CuICuII(μ-qdiol)Cl(bpy)]n<|>Complex 1,IROTAL,10.1016/j.jssc.2011.05.016
[Cu4I4(L5)]<|>compound 5,MARDUH,10.1016/j.jssc.2017.04.022
cytidine 5′-diphosphocholine sodium<|>CDPC,CYPCHO02,10.1016/j.molstruc.2010.10.048
"[Zn2(N3)4(2,5-dimethylpyrazine)]n<|>complex 3",NODDAM,10.1016/j.molstruc.2007.10.030
[Zn(N3)2(3-bromopyridine)]n<|>complex 1,NODCOZ,10.1016/j.molstruc.2007.10.030
[Ag(L-I)(CF3SO3)]∞<|>5,EXENAX,10.1016/j.poly.2011.06.016
"[Ni(1,3-ADA)(H2O)]n<|>compound 1",EMOPIH,10.1016/j.poly.2016.05.011
"[Cu(1κNOO’,2κO’,3κO”-L)]n<|>compound 1",CISMOJ,10.1016/j.mcat.2017.07.006
[(CH3)2NH(CH2)3NH3][(ZnPO4)2]·2H2O<|>III,EMODOZ,10.1016/S1293-2558(02)00005-5
[Cu(II)(L)(N3)]·0.5H2O<|>compound 1,AMULAX,10.1016/j.ica.2016.05.016
[Cd(II)(L)(N3)(H2O)]·0.5H2O<|>compound 2,AMULEB,10.1016/j.ica.2016.05.016
[Cd(L)(DMF)(H2O)]<|>Complex 2,REXSAQ,10.1016/j.poly.2013.01.038
[Cd(L)]<|>Complex 3,REXRUJ,10.1016/j.poly.2013.01.038
[Cd(L)]<|>Complex 4,REXRUJ01,10.1016/j.poly.2013.01.038
[Zn(TPBA-4)(NO3)2]·1.5Me2CO<|>complex 4,ECONUI,10.1016/j.molstruc.2017.10.041
Rh2(OAc)4(NCPhCN)·C4H8O<|>compound 4,MEJCEJ,10.1016/S0277-5387(98)00213-7
[Cu(etim)4Pd(μ-CN)2(CN)2]n<|>complex 2,ACIPEJ,10.1016/j.poly.2012.08.041
[Co(3-PyBIm)(BTEC)0.5·H2O]<|>Complex 2,WEXRAT,10.1016/j.molstruc.2006.07.045
[Ni(phen)(N3)2]n,WOHZOI,10.1016/S0277-5387(00)00424-1
{[Cu2(H2btc)2(dmf)2]·4dmf}n<|>compound 1,TOXYEM,10.1016/j.poly.2014.11.026
(C3H12N2)FeIII 6(H2O)4[B4P8O32(OH)8],BOWRAH,10.1016/j.jssc.2009.01.012
Gd(pydc)(nic)(H2O)<|>complex 4,KOGCEP,10.1016/j.jssc.2008.03.036
{[Eu2(oda)3(H2O)2]·5H2O}n<|>compound 1,MAZJAY,10.1016/S0020-1693(00)00044-X
{[Gd2(oda)3(H2O)2]·5H2O}n<|>compound 2,MAZJEC,10.1016/S0020-1693(00)00044-X
{[Zn(pyim2)(OBA)]·(H2O)}n<|>CP 5,ATOBIW,10.1016/j.poly.2016.08.009
{[Cd(pyim2)(OBA)]·(H2O)}n<|>CP 6,ATOBOC,10.1016/j.poly.2016.08.009
"catena-[Cd(μ2-3-picoline-N-oxide)(μN,S-NCS)2]<|>compound 2",UKILOR,10.1016/j.poly.2016.03.030
"catena-[Cd(μ2-2-picoline-N-oxide)(μN,S-NCS)2]<|>compound 1",UKILIL,10.1016/j.poly.2016.03.030
"[La2(o-pda)3(H2O)4,4H2O]∞<|>compound 1",XANDAU,10.1016/j.ica.2017.02.012
[Cu3(4-bpcc)(5-nip)2(5-Hnip)(μ3-OH)(H2O)]·4H2O<|>complex 4,GUPREQ,10.1016/j.poly.2015.09.032
Cu(C6H10(OH)PO3)<|>compound 2,DALQUD,10.1016/j.jssc.2004.09.007
[(UO2)2(H2O)4]0.5(tci)2(UO2)4(OH)4·18H2O<|>complex 1,ASAHEJ,10.1016/j.jssc.2016.07.026
Th3(tci)2O2(OH)2(H2O)3·12H2O<|>complex 2,ASAMUE,10.1016/j.jssc.2016.07.026
[Zn(DCTP)(L1)]n<|>CP 1,IDIGEK,10.1016/j.molstruc.2018.08.001
[Zn(DCTP)(L2)]n<|>CP 2,IDIGIO,10.1016/j.molstruc.2018.08.001
[Cu2(bpy)2][Te2Mo6O24]<|>Compound 1,CORZAL,10.1016/j.molstruc.2008.12.058
[Ni2(bpy)2][Te2Mo6O24]<|>Compound 2,CORZEP,10.1016/j.molstruc.2008.12.058
"{[Ho2(2,5-tdc)3(dmso)2]·H2O}n<|>compound 1",AZEBUE,10.1016/j.jssc.2015.03.020
[Cd(pyp)2(H2O)2]n<|>complex 1,PUHNAI01,10.1016/j.ica.2010.05.021
{[HgL2Br2]·2DMSO}n<|>complex 2,OFOKIG,10.1016/j.ica.2018.08.020
CPO-6<|>[Zn2(OH)2(ndc)],IYEXEP,10.1016/j.jssc.2004.01.017
copper(I) helicate<|>H,LIGGOA,10.1016/j.jelechem.2018.05.017
[Cd3(pyip)2(adip)3]n<|>Complex 5,OQOGAD,10.1016/j.ica.2010.04.043
Cu(NO2)2(pyz)<|>4,DOQGIZ,10.1016/S0277-5387(98)00425-2
[CuCl(suberate)0.5(dpa)]<|>compound 1,ROJGUT,10.1016/j.molstruc.2008.04.047
Zn(DCMP)2<|>compound 1,OXUNUR,10.1016/j.jssc.2011.07.018
[Zn(Cmdcp)(H2O)]n<|>compound 1,NEBVEY,10.1016/j.jinorgbio.2017.07.024
{[Zn(Cmdcp)(pbz)][pbz]·7H2O}n<|>compound 4,NEBLOY,10.1016/j.jinorgbio.2017.07.024
"[Zn(4-sb)(2,2′-bipy)(4,4′-bipy)0.5(H2O)]n·2H2O<|>complex 3",GUFHEV,10.1016/j.molstruc.2009.05.032
CuI(9)<|>CuI(7),QUJBIH,10.1016/j.poly.2009.08.023
NUXMIC<|>catena-(μ8-Propylenelenebis(phosphonato)-di-zinc(ii)),NUXMIC01,10.1016/j.ica.2007.02.050
[Ln(HIDC)(HCOO)(H2O)2]n<|>complex 2<|>C6H7TbN2O8,GUCDUF,10.1016/j.jssc.2014.12.026
[Nd(OX)0.5(HIDC)(H2O)3]n·H2O<|>complex 4<|>C6H10NdN2O10,GUCDIT,10.1016/j.jssc.2014.12.026
{[Cd(pbbm)SO4(H2O)2]·CH3OH}n<|>polymer 2,DOHFOW,10.1016/j.jssc.2008.04.045
[Zn(muco)(dbs)]<|>Compound 2,JUFLED,10.1016/j.jssc.2015.03.007
{[Cu(iph)(dpa)]·0.5H2O}n<|>1,XULSED,10.1016/j.ica.2009.04.036
[Cu(tdc)(dpa)]n<|>2,XULSIH,10.1016/j.ica.2009.04.036
[Ni3(HL2−)4(bpe)3(H2O)4]·[H2N(CH3)2+]2(DMF)6(H2O)8<|>compound 2,AQIXUV,10.1016/j.molstruc.2016.07.052
[Cd(dps)2Cl2]<|>compound 1,QUFHUV,10.1016/j.ica.2009.07.027
[Cu2(opym)Cl]<|>Compound 1,VEWHIP,10.1016/j.ica.2006.07.035
[Zn(I2CA)2(H2O)2]n,PUBGID,10.1016/j.vibspec.2008.04.014
dipotassium (S) 2-phenyl-2-(p-tolylsulfonylamide)acetate<|>compound 7,TOVYEK,10.1016/j.molstruc.2014.11.057
CdI2(PN1),KESMAX,10.1016/j.molstruc.2006.03.098
[Ag2(MA)2(adip)·CH3OH·H2O]n<|>Compound 2,OVIJAF,10.1016/j.molstruc.2011.05.056
[Cu4(atr)2(μ3-OH)2(btc)2]n<|>Complex 1,RAZBUR,10.1016/j.poly.2012.03.042
Ca(OAc)2·HOAc<|>calcium acetate mono acetic acid solvate,GIXJOP,10.1016/j.jssc.2018.10.041
[Cu(pyz)SCN]n<|>complex 1<|>compound 1,CORJIC,10.1016/S0277-5387(99)00045-5
Sn(O3PC5NH4)<|>Compound I,CUYJEM,10.1016/j.jssc.2010.03.016
Sn3O(O3PC5NH4)2<|>Compound II,CUYJIQ,10.1016/j.jssc.2010.03.016
[Ag4L(DMF)2]n<|>compound 2,UMAROR,10.1016/j.molstruc.2016.04.076
Zn(3-aminopyridine)2Ni(CN)4<|>crystal 1,YIHWAQ,10.1016/j.molstruc.2018.06.042
Cd(3-aminopyridine)2Ni(CN)4<|>crystal 2,YIHVUJ,10.1016/j.molstruc.2018.06.042
[Sm2(abtc)1.5(H2O)3(DMA)]·H2O·DMA<|>compound 1,IVUVIG,10.1016/j.jssc.2016.09.011
Zn2(OH)(SDBA)(PTZ)<|>complex 1,FIHYOM,10.1016/j.ica.2013.06.024
[Cs{H(C5H3N2O4)2}(H2O)2]∞<|>compound 5,ACUGEL,10.1016/j.poly.2005.12.013
[Rb{H(C5H3N2O4)2}·2H2O]∞<|>compound 3,ACUFUA,10.1016/j.poly.2005.12.013
[K(C5H3N2O4)(C5H4N2O4)]∞<|>compound 2,ACUFOU,10.1016/j.poly.2005.12.013
[Rb(C5H3N2O4)(H2O)]∞<|>compound 4,ACUGAH,10.1016/j.poly.2005.12.013
{[Cu3Cl6(ttmb)4]·6H2O}n<|>complex 1,AVUDAX,10.1016/j.molstruc.2011.04.027
"[Cd(μ-3,3′-bpp)(C4H2O4)]n ·3nH2O<|>Complex 4",SIPHUV,10.1016/j.poly.2007.07.048
{[Cd2(dap)2(tp)2(H2O)2]·2H2O}n<|>complex 1<|>compound 1,SEPNAD,10.1016/j.molstruc.2006.03.057
In9(HPO4)14(H2O)6F3·(C10N2H9)3·(H3O)·(H2O)2,LEVBAQ,10.1016/j.micromeso.2006.08.010
Pb2L<|>compound 2,ELOZEK,10.1016/j.inoche.2003.08.008
[Zn(N2C13H14)I2]<|>compound 7,CELQIU,10.1016/j.ica.2006.02.044
[Zn(N2C13H14)Br2]<|>compound 6,CEGYOD,10.1016/j.ica.2006.02.044
[Zn(tbpc)]n<|>compound 1,MUTJIV,10.1016/j.molstruc.2010.03.074
[Cd(tbpc)(H2O)]n<|>compound 2,MUTJOB,10.1016/j.molstruc.2010.03.074
compound 1<|>Me3SnL,CITTOR,10.1016/j.molstruc.2018.11.011
Pb(O3SCH2CO2)(H2O)<|>Pb(SA)(H2O),LARXIN,10.1016/j.ica.2011.12.022
[Cd(imH)2(NCS)(SCN)]n<|>compound 1<|>1,DIDKAC01,10.1016/j.poly.2004.04.035
[Cd(pfan)(NCS)(SCN)]n<|>compound 2<|>2,ABIQAE,10.1016/j.poly.2004.04.035
UO2(OH)(PYCA)<|>compound 1,OROKUC,10.1016/j.solidstatesciences.2011.04.004
(AgL)n<|>Compound 2<|>Crystal 2,ROJJUW,10.1016/j.molstruc.2008.03.024
[Cd(pztza)2(H2O)2]<|>complex 2,KATKIB,10.1016/j.jssc.2011.11.017
[Zn(pztza)2(H2O)2]<|>complex 7,KATKAT,10.1016/j.jssc.2011.11.017
[Zn(pztza)2(H2O)2]·2H2O<|>complex 8,KATLEY,10.1016/j.jssc.2011.11.017
[Co(pztza)2(H2O)2]<|>complex 4,KATLIC,10.1016/j.jssc.2011.11.017
[Ag(NH2pyz)(ox)0.5]n<|>Complex 1,TUYWEQ,10.1016/j.poly.2009.12.038
[Ag(NH2pyz)(adp)0.5·2H2O]n<|>Complex 2,TUYWIU,10.1016/j.poly.2009.12.038
[FeCd2(Hcit)2(H2O)2]n<|>coordination polymer 1<|>complex 1,PUPREY,10.1016/j.ica.2009.11.036
{[Zn(μ3-pzdc)(μ-dpeten)0.5]∙3H2O}n<|>complex 1,XARCEB,10.1016/j.molstruc.2017.02.077
"{[TbZn(2,3-pydc)2(ox)0.5(H2O)3]·3H2O}n<|>8",YUKKAS,10.1016/j.poly.2015.06.022
"{[HoZn(2,3-pydc)2(ox)0.5(H2O)3]·3H2O}n<|>3",YUKXAF,10.1016/j.poly.2015.06.022
"{[ErZn(2,3-pydc)2(ox)0.5(H2O)3]·3H2O}n<|>4",YUKXEJ,10.1016/j.poly.2015.06.022
"{[EuZn(2,3-pydc)2(ox)0.5(H2O)3]·3H2O}n<|>7",YUKJUL,10.1016/j.poly.2015.06.022
"{[PrZn(2,3-pydc)2(ox)0.5(H2O)3]·3H2O}n<|>1",YUKWOS,10.1016/j.poly.2015.06.022
"{[NdZn(2,3-pydc)2(ox)0.5(H2O)3]·3H2O}n<|>2",YUKWUY,10.1016/j.poly.2015.06.022
"{[SmZn(2,3-pydc)2(ox)0.5(H2O)3]·3H2O}n<|>6",YUKJOF,10.1016/j.poly.2015.06.022
Mu-17<|>fluorogallophosphate,CADPIH,10.1016/S1293-2558(00)01122-5
[Ag3(2-stp)(H2O)]n<|>compound 1,XEKCUN,10.1016/j.ica.2012.08.029
[Ag2(2-Hstp)]n<|>compound 2,XEKDAU,10.1016/j.ica.2012.08.029
[Cd(PDC)(bbi)]·2H2O<|>compound 5,PEXBIF,10.1016/j.poly.2013.03.060
[Ag(LCl)]NO3<|>compound 1,CECMIJ01,10.1016/j.jssc.2018.12.049
{Co(BIX)3(NO3)2·4H2O}n<|>compound 2,CUMKIG03,10.1016/j.ica.2016.10.007
[Cu(dach)(μ-NCS)(NCS)]n<|>compound 1<|>crystal 1,MOJFIA,10.1016/S0020-1693(01)00822-2
Mo2(O2CCF3)4(cis-dbe)<|>complex 1,NECDUV,10.1016/j.ica.2005.08.023
Rh2(O2CCF3)4(closed-dbe)<|>complex 4,NECFIL,10.1016/j.ica.2005.08.023
[{Mo2(O2CCF3)4}2(closed-dbe)2]<|>complex 3,NECFAD,10.1016/j.ica.2005.08.023
[Cd(3-ampy)(N3)Cl]n<|>compound 2,LIFWUT,10.1016/j.poly.2007.01.009
[Mn3(H2O)3(tdc)3(dioxane)]·2(dioxane)<|>2,LIWTET,10.1016/j.inoche.2019.01.018
[Cd(Pzdc)(H2O)]n·(H2O)n<|>compound 1,UZIDIR01,10.1016/j.ica.2011.12.051
{[Ce(DDPD)1.5(H2O)2.5]·4H2O}n<|>complex 1,BIQVII,10.1016/j.jssc.2013.10.045
"[Cu(pzda)(4,4′-bpy)]·H2O<|>complex 3",NEZRUG,10.1016/j.ica.2006.10.023
[Ag3(SMes)3(dpph)2]<|>Compound 5,YOMZIL,10.1016/j.ica.2014.05.037
[Cd(L)(dca)(Cl)]n<|>complex 4,HEWCOD,10.1016/j.molstruc.2012.11.036
[Zn2(bpda)(chdc)2]∝<|>complex 1<|>1,GABSAG,10.1016/j.matlet.2016.01.080
"[{Cu2(4,4′-bpy)3(H2O)2}V4O12]·5H2O<|>compound 3<|>3·5H2O",YIVNIC,10.1016/j.ica.2014.01.022
[Cd(bib)Cl2]<|>compound 2,NEFZUW,10.1016/j.molstruc.2017.07.039
[Mn(pypza)Cl]n<|>Complex 4,DEGGON,10.1016/j.ica.2012.06.012
[L2FeCl2]n<|>4,GADCIZ,10.1016/j.ica.2010.04.015
[CdL(bpy)(H2O)3·H2O]n<|>compound 3,SIXSUO,10.1016/j.poly.2007.01.026
[Zn(μ3-HL)(H2O)]n·nH2O<|>compound 1,AMAZEV,10.1016/j.molstruc.2016.05.013
[Mn(ATZ)(H2O)4]·2H2O,QIWBOO,10.1016/j.jhazmat.2006.07.066
[Ag8(μ3-hmt)2(μ4-hmt)2(μ-pma)2(μ-H2O)3]·18H2O<|>Complex 2,BAYCUA,10.1016/S0022-4596(02)00089-0
{[Co(NCS)2(H2O)2(4-bpmp)]·2H2O}n<|>compound 2,YOSZIQ,10.1016/j.ica.2008.07.032
{[Co(mbbz)(SO4)]·CH3OH}n<|>3,OLAXAC,10.1016/j.molstruc.2016.04.009
{[Zn(mbbz)(SO4)]·CH3OH}n<|>4,OLAXEG,10.1016/j.molstruc.2016.04.009
[Cu(L)]2n·n(H2O)<|>compound 1,PASGAU,10.1016/j.molstruc.2017.06.058
[La2(hymuc)3(H2O)4] 5.5H2O<|>1a,MARLID,10.1016/j.molstruc.2017.03.127
[La2(hymuc)3(H2O)4] 6H2O<|>2a,MARLOJ,10.1016/j.molstruc.2017.03.127
[Ce2(hymuc)3(H2O)4] 6H2O<|>2b,MARLUP,10.1016/j.molstruc.2017.03.127
[Y2(hymuc)3(H2O)4] 6H2O<|>3d,MARMEA,10.1016/j.molstruc.2017.03.127
[{Li2(dioxane)3Cl}n][TaCl6]n<|>compound 2,MALRUM,10.1016/S0020-1693(99)00380-1
ZnF2(H2O)(Hamtetraz)<|>compound 1,OQOMAK,10.1016/j.jfluchem.2016.07.003
"MIL-96<|>In12O(OH)12({OH}4,{H2O}5)[btc]6·≈31H2O",PEYVEV,10.1016/j.materresbull.2006.01.022
[Cd(4-Brpy)2(NCS)2]n<|>complex 2,EHEYOF,10.1016/S0277-5387(03)00022-6
"Mn(4,4′-azpy)(C6H5COO)2<|>Complex 1",NEKTEE,10.1016/j.poly.2012.10.036
{[Mn(HPIDC)(H2O)]·2H2O}n<|>compound 1,PUPXII01,10.1016/j.molstruc.2016.08.019
[Ag4(pbaa)(NO3)4]n<|>complex 3,NUFFAX01,10.1016/j.molstruc.2016.03.059
{[μ2-P4(NCH3)6]2(CuCl)2}∞<|>Compound 2,BUXHUY,10.1016/j.poly.2010.03.019
{[Cd(mip)(hdn)]·H2O}n<|>compound 6,HEFRUI,10.1016/j.ica.2017.08.024
{[Zn2(nip)2(hdn)2]·2H2O}n<|>compound 2,HEFSAP,10.1016/j.ica.2017.08.024
6AgL1·10AgNO3·8H2O<|>Complex 1,CICPAH,10.1016/j.ica.2013.03.014
2AgL3·AgNO3<|>Complex 3,CICNOT,10.1016/j.ica.2013.03.014
{Mn2(pztc)(H2O)2}<|>Structure 3,NEBSAR,10.1016/j.ica.2017.07.041
{Zn2(pztc)(H2O)6}<|>Structure 2,NEBRUK,10.1016/j.ica.2017.07.041
[Cd(pam)(phen)]n ·0.5nCH3CH2OH·0.5nH2O<|>Complex 4,RONCAZ,10.1016/j.molstruc.2008.04.010
[Tb2(PDC)2(SO4)(H2O)6]·2H2O<|>compound 1,ATIRUS,10.1016/j.inoche.2016.08.009
[Zn2(CCOP)(OH)2(H2O)]<|>1,BUZGUZ,10.1016/j.poly.2010.04.025
[Cd(CCOP)(H2O)2]·3H2O<|>3,BUZHEK,10.1016/j.poly.2010.04.025
[Cd(CCOP)(H2O)]<|>4,BUZHIO,10.1016/j.poly.2010.04.025
[Cd(ptt)2]n<|>compound 5,AVOCAR,10.1016/j.molstruc.2016.09.053
[Co(ptt)2]n<|>compound 4,AVOBUK,10.1016/j.molstruc.2016.09.053
[Co(O2CCH(OH)C6H5)2]<|>compound 1,INIROM,10.1016/j.jpcs.2003.08.013
[Zn2(mtz)3(OH)]n·n(DMF)<|>compound 1,AQIROJ,10.1016/j.molstruc.2016.07.051
{[Nd2(IDA)3]·(H2O)2}n<|>1,ZETQIA,10.1016/j.ica.2013.02.016
{[Eu2(IDA)3]·(H2O)2}n<|>2,ZETQEW,10.1016/j.ica.2013.02.016
{[Tb2(IDA)3]·(H2O)2}n<|>3,ZETQAS,10.1016/j.ica.2013.02.016
{[Dy2(IDA)3]·(H2O)2}n<|>4,ZETPUL,10.1016/j.ica.2013.02.016
"Ni(HCOO)2(4,4′-bpy)<|>complex 2",LUYZAH01,10.1016/j.poly.2010.07.020
"[Zn(HL)(4,4′-bpy)]n·n(DMA)<|>compound 2",QUYLIH,10.1016/j.molstruc.2015.10.086
[Cd(3-pytta)2]n<|>Complex 2,MUQZEE,10.1016/j.ica.2010.03.019
[Ni2(adc)2(3-bpmp)2(H2O)2]·15H2O<|>compound 3,IYOBAB,10.1016/j.ica.2016.10.043
[Cd(N3)2(bdmpzm)]n<|>compound 2,DAHZUJ,10.1016/j.poly.2011.08.007
[Cu2(dps)2I2]<|>compound 5,FIFZEA,10.1016/j.ica.2004.09.038
"Ga12O(OH)12({OH}4,{H2O}5)[btc]6 ·≈24H2O<|>MIL-96 (Ga)",HOMZEP,10.1016/j.micromeso.2007.05.018
[Zn2Br4(bpdo)2]n<|>Compound 1,LIFXEE,10.1016/j.poly.2007.01.007
[CdCl2L2]·4MeOH<|>[CdCl2L2] in methanol,CAQNIU,10.1016/j.molstruc.2017.05.090
[C5N2H14][FeIII 4(H2O)4F2(PO4)4]<|>II,NABSEP,10.1016/j.jssc.2003.10.019
[Cd(L)2(H2O)2]n<|>compound 1,CEHWUJ,10.1016/j.jssc.2012.06.016
[Cd3(L)2(μ3-OH)2(μ2-Cl)2(H2O)2]n<|>compound 2,CEHXAQ,10.1016/j.jssc.2012.06.016
Ag(pyzca)<|>compound 1,YOSLIB01,10.1016/j.solidstatesciences.2004.03.025
[Ni(sq)(vim)2(H2O)2]n,SELZUH,10.1016/j.ica.2017.09.026
[Cu(sq)(vim)2(H2O)2]n,SELNAB,10.1016/j.ica.2017.09.026
[Gd(TZI)(H2O)4]·3H2O<|>compound 1,UVOPUS,10.1016/j.jssc.2016.09.009
[Dy(TZI)(H2O)4]·3H2O<|>compound 3,UVOQED,10.1016/j.jssc.2016.09.009
{[Tb2(pydc)6Ca3(H2O)12]·16H2O}<|>Complex 1,WOSMUP,10.1016/j.jssc.2019.121053
{[Sm2(pydc)6Ca3(H2O)12]·14H2O}<|>Complex 3,WOSNEA,10.1016/j.jssc.2019.121053
[Zn(Hbcba)(H2O)2]n<|>3,FAXCUF,10.1016/j.poly.2017.06.039
{[Sm(hisp)(Hhisp)(H2O)2]·2H2O}n<|>compound 2,EGOXOO,10.1016/j.jssc.2008.07.027
MAPO-AFX,IJUTEM,10.1016/S1387-1811(01)00441-3
[Cd(abb)H2O]n<|>compound 1,MAXTUD,10.1016/j.ica.2017.02.005
[Zn(9dhx)Cl2]n<|>compound 2,NOKKIJ,10.1016/j.poly.2014.05.008
"[{Cu(5,5′-dimethyl-2,2′-bpy)}2Mo2O4F2(AsO4)2]<|>compound 4",FOCMAM,10.1016/j.ica.2004.07.004
[{Cu(o-phen)}2Mo2O4F2(AsO4)2]<|>compound 5,FOCMEQ,10.1016/j.ica.2004.07.004
